"","ThisWeek","LastWeek","Title","Studio","WeeklyGross","PctChange","TheatreCount","TheatreChange","Average","TotalGross","Budget","WeekNum","calYear","calWeek"
"11900","92","97","Paths of the Soul","Icar.","$2,800","+33.7%","1","-","$24,500","$16,200","-","6",2016,25
"11901","93","-","Nuts!","Cartuna","$2,600","-","1","-","$23,100","$2,600","-","-",2016,25
"11902","94","84","Under the Sea 3D","WB","$2,500","-37.6%","4","-1","$5,500","$37,217,700","-","384",2016,25
"11903","95","81","Hockney","FM","$2,300","-53.3%","2","-2","$10,100","$121,200","-","9",2016,25
"11904","96","94","Space Station 3-D (IMAX)","Imax","$2,300","-2.5%","3","-","$6,600","$98,979,600","-","715",2016,25
"11905","97","95","Galapagos (IMAX)","Imax","$2,100","-8.3%","0","-2","n/a","$19,710,700","-","816",2016,25
"11906","98","106","Ma ma","Osci.","$2,000","+57.2%","3","-","$5,700","$50,200","-","5",2016,25
"11907","99","-","Embrace of the Serpent","Osci.","$1,800","-","4","-","$3,900","$1,411,500","-","16",2016,25
"11908","100","99","The Measure of a Man","KL","$1,500","-9.3%","3","+1","$4,500","$113,100","-","10",2016,25
"11909","101","-","Neon Bull","KL","$1,500","-","4","-","$3,200","$24,900","-","11",2016,25
"11910","102","85","Call Her Applebroog","Zeit.","$1,400","-62.8%","1","-","$12,200","$5,100","-","2",2016,25
"11911","103","117","The Dying of the Light","FRun","$1,200","+624.7%","2","+1","$5,200","$5,500","-","11",2016,25
"11912","104","102","Hubble 3D","WB","$1,100","-24.8%","1","-3","$9,400","$54,887,600","-","327",2016,25
"11913","105","-","Band of Outsiders (2016 re-issue)","Rialto","$1,000","-","1","-","$8,800","$29,500","-","7",2016,25
"11914","106","75","Restored Me","Gathr","$900","-86.5%","1","-5","$8,100","$22,100","-","2",2016,25
"11915","107","100","The Family Fang","SM","$900","-45.3%","2","-3","$3,700","$278,800","-","8",2016,25
"11916","108","109","Last Cab to Darwin","FRun","$600","-39.8%","1","-","$5,600","$1,700","-","2",2016,25
"11917","109","98","Aferim!","BWP","$400","-78.9%","0","-3","n/a","$112,000","-","22",2016,25
"11918","110","116","The Other Side","FM","$400","+77.0%","1","-","$3,600","$5,600","-","5",2016,25
"11919","111","107","Unlocking the Cage","FRun","$400","-64.0%","1","-","$3,600","$17,800","-","4",2016,25
"11920","112","90","Hail, Caesar!","Uni.","$400","-85.9%","2","-2","$1,700","$32,381,800","$22","20",2016,25
"11921","113","80","Ran (2016 re-issue)","Rialto","$400","-92.7%","0","-3","n/a","$68,200","-","17",2016,25
"11922","114","113","The Invitation","Drft.","$300","+3.8%","2","+1","$1,500","$246,000","-","11",2016,25
"11923","115","104","Men & Chicken","Drft.","$100","-89.8%","2","-4","$600","$31,900","-","9",2016,25
"11924","1","1","Finding Dory","BV","$124,270,800","-45.1%","4,305","-","$252,000","$350,783,600","-","2",2016,26
"11925","2","N","Independence Day: Resurgence","Fox","$59,630,700","-","4,130","-","$126,000","$59,630,700","$165","1",2016,26
"11926","3","2","Central Intelligence","WB (NL)","$30,267,800","-44.0%","3,508","-","$75,300","$84,350,700","$50","2",2016,26
"11927","4","N","The Shallows","Sony","$27,875,500","-","2,962","-","$82,200","$27,875,500","$17","1",2016,26
"11928","5","3","The Conjuring 2","WB (NL)","$12,988,700","-46.9%","3,033","-323","$37,400","$97,089,200","$40","3",2016,26
"11929","6","N","Free State of Jones","STX","$11,750,200","-","2,815","-","$36,400","$11,750,200","$50","1",2016,26
"11930","7","4","Now You See Me 2","LG/S","$9,912,700","-36.5%","2,745","-487","$31,500","$59,187,200","-","3",2016,26
"11931","8","6","Teenage Mutant Ninja Turtles: Out of the Shadows","Par.","$4,279,200","-49.5%","1,947","-1,139","$19,200","$83,618,500","$135","4",2016,26
"11932","9","7","X-Men: Apocalypse","Fox","$4,189,500","-49.4%","1,679","-953","$21,800","$162,036,500","$178","5",2016,26
"11933","10","8","Me Before You","WB (NL)","$3,805,700","-49.5%","1,538","-1,107","$21,600","$56,158,100","$20","4",2016,26
"11934","11","5","Warcraft","Uni.","$3,751,000","-66.6%","1,952","-1,454","$16,800","$48,090,300","$160","3",2016,26
"11935","12","9","Alice Through the Looking Glass","BV","$3,030,000","-57.6%","495","-1,385","$53,400","$79,936,800","$170","5",2016,26
"11936","13","10","Captain America: Civil War","BV","$2,293,200","-38.4%","753","-681","$26,600","$429,678,200","$250","8",2016,26
"11937","14","12","The Jungle Book (2016)","BV","$2,177,700","-13.2%","478","-475","$39,800","$381,030,600","$175","11",2016,26
"11938","15","N","The Neon Demon","BG","$1,021,200","-","783","-","$11,400","$1,021,200","-","1",2016,26
"11939","16","11","The Angry Birds Movie","Sony","$942,700","-70.3%","443","-1,578","$18,600","$111,885,200","$73","6",2016,26
"11940","17","15","Love & Friendship","RAtt.","$795,800","-37.6%","281","-216","$24,700","$12,896,600","-","7",2016,26
"11941","18","16","The Lobster (US Release)","A24","$684,000","-31.1%","210","-109","$28,400","$7,691,200","-","7",2016,26
"11942","19","14","The Nice Guys","WB","$671,200","-48.3%","291","-231","$20,100","$37,396,400","$50","6",2016,26
"11943","20","13","Zootopia","BV","$491,300","-69.8%","233","-72","$18,400","$361,616,900","-","17",2016,26
"11944","21","17","Maggie's Plan","SPC","$433,700","-36.9%","203","-132","$18,700","$2,538,200","-","6",2016,26
"11945","22","20","Genius","RAtt.","$352,800","-26.9%","152","+18","$20,300","$980,100","-","3",2016,26
"11946","23","19","Neighbors 2: Sorority Rising","Uni.","$273,300","-55.0%","189","-275","$12,600","$58,423,900","-","6",2016,26
"11947","24","22","A Beautiful Planet","Imax","$272,900","-11.0%","35","-4","$68,100","$3,030,500","-","9",2016,26
"11948","25","24","WARx2","WARX2","$260,600","-9.2%","16","-","$142,200","$2,217,900","-","26",2016,26
"11949","26","18","Gentleman","Gaatri","$195,100","-71.4%","70","-56","$24,300","$877,000","-","2",2016,26
"11950","27","25","Weiner","IFC","$181,400","-14.6%","88","+8","$18,000","$1,361,500","-","6",2016,26
"11951","28","21","Money Monster","TriS","$173,600","-53.3%","131","-155","$11,600","$43,112,500","$27","7",2016,26
"11952","29","N","Swiss Army Man","A24","$163,800","-","3","-","$476,700","$163,800","-","1",2016,26
"11953","30","40","The Music of Strangers","Orch.","$160,800","+207.4%","43","+32","$32,600","$252,800","-","3",2016,26
"11954","31","29","Dark Horse (2016)","SPC","$152,900","+30.5%","74","+31","$18,000","$578,300","-","8",2016,26
"11955","32","26","The Man Who Knew Infinity","IFC","$137,200","-34.8%","66","-22","$18,200","$3,819,800","-","9",2016,26
"11956","33","N","Hunt for the Wilderpeople","Orch.","$119,600","-","5","-","$208,900","$119,600","-","1",2016,26
"11957","34","32","The Huntsman: Winter's War","Uni.","$102,500","+2.4%","100","-8","$8,900","$51,174,900","$115","10",2016,26
"11958","35","47","Tickled","Magn.","$100,200","+150.5%","18","+16","$48,600","$140,200","-","2",2016,26
"11959","36","23","Popstar: Never Stop Never Stopping","Uni.","$98,200","-65.9%","68","-143","$12,600","$10,181,700","-","4",2016,26
"11960","37","N","Three","WGUSA","$97,300","-","18","-","$47,200","$97,300","-","1",2016,26
"11961","38","27","Barbershop: The Next Cut","WB (NL)","$86,700","-28.4%","80","-41","$9,500","$57,253,200","-","11",2016,26
"11962","39","28","The Meddler","SPC","$83,100","-30.2%","59","-35","$12,300","$4,411,600","-","10",2016,26
"11963","40","49","Range 15","TUG","$80,700","+146.9%","64","+38","$11,000","$604,300","-","2",2016,26
"11964","41","34","Miracles from Heaven","TriS","$74,100","-13.7%","75","-18","$8,600","$65,401,800","$13","15",2016,26
"11965","42","36","The Darkness","BH Tilt","$68,300","-11.8%","79","-27","$7,500","$11,418,700","-","7",2016,26
"11966","43","30","Keanu","WB (NL)","$67,700","-35.7%","115","-8","$5,100","$21,865,600","$15","9",2016,26
"11967","44","35","The Boss","Uni.","$64,200","-19.4%","79","-25","$7,100","$67,123,100","$29","12",2016,26
"11968","45","43","Kung Fu Panda 3","Fox","$47,700","+5.7%","47","-6","$8,900","$152,341,900","$145","22",2016,26
"11969","46","37","Eye in the Sky","BST","$44,500","-33.1%","47","-19","$8,300","$19,797,800","-","16",2016,26
"11970","47","57","The Fits","Osci.","$43,600","+124.2%","20","+13","$19,000","$102,800","-","4",2016,26
"11971","48","N","Wiener-Dog","IFC","$43,400","-","2","-","$189,600","$43,400","-","1",2016,26
"11972","49","39","A Bigger Splash","FoxS","$38,000","-40.6%","20","-17","$16,600","$2,121,300","-","8",2016,26
"11973","50","45","Vaxxed: From Cover-Up to Catastrophe","CLS","$37,600","-8.5%","9","-3","$36,500","$671,700","-","13",2016,26
"11974","51","31","The Wailing (Goksung)","WGUSA","$32,100","-68.1%","14","-","$20,000","$770,900","-","6",2016,26
"11975","52","N","Eat That Question: Frank Zappa in His Own Words","SPC","$30,700","-","2","-","$133,800","$30,700","-","1",2016,26
"11976","53","38","De Palma","A24","$30,500","-53.5%","19","-","$14,000","$142,700","-","3",2016,26
"11977","54","42","Sing Street","Wein.","$29,500","-40.0%","33","-22","$7,800","$3,277,300","-","11",2016,26
"11978","55","52","The Witness","FR","$28,000","-4.0%","15","+6","$16,300","$93,300","-","4",2016,26
"11979","56","51","Dheepan","IFC","$25,900","-13.2%","26","+2","$8,700","$235,400","-","8",2016,26
"11980","57","46","Hello, My Name is Doris","RAtt.","$23,500","-42.2%","29","-18","$7,100","$15,306,700","-","16",2016,26
"11981","58","59","Dough","Men.","$22,400","+31.7%","11","+1","$17,800","$1,107,700","-","20",2016,26
"11982","59","N","Les cowboys","Cohen","$22,100","-","4","-","$48,300","$85,800","-","1",2016,26
"11983","60","70","Jimmy Vestvood: Amerikan Hero","SkyI","$18,200","+133.6%","3","-2","$53,000","$227,300","-","7",2016,26
"11984","61","60","Born to Be Wild (IMAX)","WB","$16,700","-0.7%","7","-1","$20,900","$26,318,600","-","273",2016,26
"11985","62","-","Therapy for a Vampire","MBox","$15,100","-","9","-","$14,600","$21,300","-","3",2016,26
"11986","63","N","The Kind Words","Strand","$15,000","-","1","-","$130,600","$15,000","-","1",2016,26
"11987","64","58","A Hologram for the King","RAtt.","$14,700","-23.0%","14","-2","$9,200","$4,463,200","-","10",2016,26
"11988","65","63","My Love, Don't Cross that River","FM","$14,600","+17.3%","6","+4","$21,200","$27,000","-","2",2016,26
"11989","66","54","God's Not Dead 2","PFR","$14,200","-45.2%","19","+7","$6,500","$22,038,100","-","13",2016,26
"11990","67","N","Right Now, Wrong Then","Ghop","$12,200","-","2","-","$53,100","$12,200","-","1",2016,26
"11991","68","75","Our Last Tango","Strand","$10,300","+91.8%","6","+3","$15,000","$97,100","-","11",2016,26
"11992","69","61","High-Rise","Magn.","$9,400","-28.3%","8","-1","$10,300","$332,200","-","7",2016,26
"11993","70","53","Diary of a Chambermaid","Cohen","$9,300","-67.0%","9","-","$9,000","$53,700","-","3",2016,26
"11994","71","48","Raiders!: The Story of the Greatest Fan Film Ever Made","Drft.","$8,800","-77.1%","13","-14","$5,900","$47,200","-","2",2016,26
"11995","72","55","Sunset Song","Magn.","$8,500","-62.8%","8","-6","$9,200","$137,300","-","7",2016,26
"11996","73","78","Gurukulam","Mats.","$7,800","+70.7%","11","+4","$6,200","$18,100","-","4",2016,26
"11997","74","41","Clown","W/Dim.","$7,800","-84.7%","22","-78","$3,100","$58,400","-","2",2016,26
"11998","75","106","Restored Me","Gathr","$7,600","+724.9%","6","+5","$11,100","$29,700","-","3",2016,26
"11999","76","65","Saturday's Warrior","Purd.","$7,300","-34.2%","5","-3","$12,700","$688,100","-","13",2016,26
"12000","77","111","Unlocking the Cage","FRun","$6,800","+1,576.6%","2","+1","$29,800","$24,600","-","5",2016,26
"12001","78","73","Dark Horse (Canada Release)","Mon","$5,700","-3.7%","2","-1","$24,700","$46,500","-","7",2016,26
"12002","79","88","The Unknowns","Gathr","$5,600","+68.5%","4","+1","$12,100","$44,100","$0.015","4",2016,26
"12003","80","56","Miles Ahead","SPC","$5,100","-76.4%","7","-12","$6,400","$2,756,900","-","13",2016,26
"12004","81","62","Wedding Doll","Strand","$5,100","-60.9%","4","-3","$11,200","$54,100","-","11",2016,26
"12005","82","93","Nuts!","Cartuna","$5,100","+91.9%","1","-","$44,300","$7,700","-","1",2016,26
"12006","83","82","L'attesa","Osci.","$4,900","+26.6%","4","-2","$10,600","$57,400","-","9",2016,26
"12007","84","72","Francofonia","MBox","$4,700","-24.7%","4","-1","$10,300","$323,200","-","13",2016,26
"12008","85","67","Minimalism: A Documentary About the Important Things","Gathr","$3,900","-53.8%","4","-1","$8,500","$261,100","-","5",2016,26
"12009","86","94","Under the Sea 3D","WB","$3,700","+47.7%","6","+2","$5,400","$37,221,400","-","385",2016,26
"12010","87","-","Fireworks Wednesday","Ghop","$3,500","-","1","-","$30,300","$87,000","-","14",2016,26
"12011","88","95","Hockney","FM","$3,500","+50.1%","2","-","$15,100","$124,600","-","10",2016,26
"12012","89","76","Green Room","A24","$3,200","-32.5%","4","-4","$7,000","$3,414,900","-","11",2016,26
"12013","90","86","Island of Lemurs: Madagascar (IMAX)","WB","$3,200","-7.4%","4","-2","$6,900","$11,316,500","-","117",2016,26
"12014","91","71","Germans & Jews","FRun","$3,100","-51.8%","1","-","$27,100","$20,000","-","3",2016,26
"12015","92","-","Los Sures","Osci.","$3,000","-","2","-","$13,000","$89,200","-","10",2016,26
"12016","93","66","Cosmos","KL","$2,900","-67.4%","1","-","$25,200","$11,800","-","2",2016,26
"12017","94","112","Hail, Caesar!","Uni.","$2,800","+625.0%","2","-","$12,100","$32,384,600","$22","21",2016,26
"12018","95","100","The Measure of a Man","KL","$2,800","+78.2%","2","-1","$12,100","$115,800","-","11",2016,26
"12019","96","92","Paths of the Soul","Icar.","$2,700","-3.5%","1","-","$23,600","$18,900","-","7",2016,26
"12020","97","81","Presenting Princess Shaw","Magn.","$2,400","-42.6%","2","-2","$10,700","$35,200","-","5",2016,26
"12021","98","-","Time Changer (2016 re-release)","5&2","$2,400","-","2","-","$10,500","$22,100","-","16",2016,26
"12022","99","74","Viva","Magn.","$2,200","-59.6%","3","-4","$6,500","$189,000","-","9",2016,26
"12023","100","N","Breaking a Monster","Abr.","$2,200","-","1","-","$19,400","$2,200","-","1",2016,26
"12024","101","87","Journey to the South Pacific","Imax","$2,200","-35.2%","4","+1","$4,800","$7,580,100","-","135",2016,26
"12025","102","N","The Vigilante Diaries","Anch.","$2,100","-","2","-","$9,200","$2,100","-","1",2016,26
"12026","103","69","From Afar","Strand","$2,100","-73.7%","2","-","$9,100","$20,500","-","3",2016,26
"12027","104","89","The Fallen Idol (2016 re-issue)","Rialto","$2,000","-38.2%","1","-1","$17,400","$51,300","-","5",2016,26
"12028","105","105","Band of Outsiders (2016 re-issue)","Rialto","$1,900","+84.9%","1","-","$16,300","$31,400","-","8",2016,26
"12029","106","84","Sweet Bean","KL","$1,900","-46.7%","2","-3","$8,100","$82,400","-","15",2016,26
"12030","107","104","Hubble 3D","WB","$1,600","+50.0%","3","+2","$4,700","$54,889,200","-","328",2016,26
"12031","108","77","Argentina","FRun","$1,400","-70.0%","1","-","$12,400","$6,200","-","2",2016,26
"12032","109","68","The Last King","Magn.","$1,100","-87.0%","1","-2","$9,500","$9,500","-","2",2016,26
"12033","110","-","Deep Sea 3D (IMAX)","WB","$1,000","-","2","-","$4,400","$49,067,000","-","514",2016,26
"12034","111","97","Galapagos (IMAX)","Imax","$1,000","-53.1%","4","-","$2,200","$19,711,700","-","818",2016,26
"12035","112","80","Tikkun","KL","$800","-82.4%","1","-","$6,700","$12,200","-","3",2016,26
"12036","113","101","Neon Bull","KL","$700","-50.7%","2","-2","$3,200","$25,600","-","12",2016,26
"12037","114","-","Almost Holy","Orch.","$700","-","3","-","$2,000","$20,800","-","6",2016,26
"12038","115","96","Space Station 3-D (IMAX)","Imax","$500","-75.7%","3","-","$1,600","$98,980,200","-","717",2016,26
"12039","116","90","Chevalier","Strand","$400","-87.2%","2","-5","$1,800","$26,500","-","5",2016,26
"12040","117","107","The Family Fang","SM","$400","-55.8%","1","-1","$3,300","$279,200","-","9",2016,26
"12041","118","109","Aferim!","BWP","$200","-44.8%","2","-","$1,100","$112,300","-","23",2016,26
"12042","119","115","Men & Chicken","Drft.","$100","-3.8%","2","-","$600","$32,100","-","10",2016,26
"12043","120","114","The Invitation","Drft.","$100","-73.5%","1","-1","$800","$246,100","-","12",2016,26
"12044","1","1","Finding Dory","BV","$78,299,000","-38.6%","4,305","-","$154,800","$438,151,000","-","3",2016,27
"12045","2","N","The Legend of Tarzan","WB","$66,227,400","-","3,561","-","$158,300","$66,227,400","$180","1",2016,27
"12046","3","N","The Purge: Election Year","Uni.","$50,555,000","-","2,796","-","$153,900","$50,555,000","$10","1",2016,27
"12047","4","N","The BFG","BV","$33,915,300","-","3,357","-","$86,000","$33,915,300","$140","1",2016,27
"12048","5","2","Independence Day: Resurgence","Fox","$30,106,800","-50.8%","4,091","-39","$62,600","$91,279,100","$165","2",2016,27
"12049","6","3","Central Intelligence","WB (NL)","$22,617,600","-27.2%","3,166","-342","$60,800","$109,148,900","$50","3",2016,27
"12050","7","4","The Shallows","Sony","$16,093,000","-43.7%","2,962","-","$46,200","$44,689,100","$17","2",2016,27
"12051","8","6","Free State of Jones","STX","$7,484,600","-37.9%","2,781","-34","$22,900","$19,538,600","$50","2",2016,27
"12052","9","5","The Conjuring 2","WB (NL)","$6,748,000","-49.4%","2,008","-1,025","$28,600","$106,347,200","$40","4",2016,27
"12053","10","7","Now You See Me 2","LG/S","$5,544,300","-45.5%","1,788","-957","$26,400","$66,261,700","-","4",2016,27
"12054","11","29","Swiss Army Man","A24","$2,489,000","+1,380.9%","636","+633","$33,300","$2,657,000","-","2",2016,27
"12055","12","N","Our Kind of Traitor","RAtt.","$1,648,300","-","373","-","$37,600","$1,648,300","-","1",2016,27
"12056","13","10","Me Before You","WB (NL)","$1,633,200","-58.2%","523","-1,015","$26,600","$59,243,200","$20","5",2016,27
"12057","14","9","X-Men: Apocalypse","Fox","$1,625,300","-62.2%","630","-1,049","$22,000","$167,850,700","$178","6",2016,27
"12058","15","8","Teenage Mutant Ninja Turtles: Out of the Shadows","Par.","$1,455,600","-66.8%","719","-1,228","$17,200","$87,235,800","$135","5",2016,27
"12059","16","13","Captain America: Civil War","BV","$1,399,500","-40.5%","367","-386","$32,500","$442,185,700","$250","9",2016,27
"12060","17","14","The Jungle Book (2016)","BV","$1,172,400","-47.5%","294","-184","$33,900","$392,053,300","$175","12",2016,27
"12061","18","-","Sultan","Yash","$1,102,500","-","278","-","$33,800","$1,102,500","$13.43","-",2016,27
