"","ThisWeek","LastWeek","Title","Studio","WeeklyGross","PctChange","TheatreCount","TheatreChange","Average","TotalGross","Budget","WeekNum","calYear","calWeek"
"11657","82","64","Hail, Caesar!","Uni.","$3,400","-71.9%","5","-1","$6,000","$32,378,700","$22","18",2016,23
"11658","83","73","The Congressman","Shad.","$3,200","-59.8%","3","-1","$9,400","$75,900","-","6",2016,23
"11659","84","81","Papa: Hemingway in Cuba","YFG","$3,200","-43.9%","6","-6","$4,700","$1,184,400","-","6",2016,23
"11660","85","72","Hubble 3D","WB","$3,100","-62.7%","0","-3","n/a","$54,885,000","-","325",2016,23
"11661","86","90","April and the Extraordinary World","GK","$3,000","+7.0%","8","-1","$3,300","$313,800","-","11",2016,23
"11662","87","N","Gurukulam","Mats.","$3,000","-","1","-","$25,800","$3,000","-","1",2016,23
"11663","88","69","The Ones Below","Magn.","$2,800","-68.7%","2","-2","$12,200","$11,800","-","2",2016,23
"11664","89","91","Island of Lemurs: Madagascar (IMAX)","WB","$2,800","+3.4%","4","-","$6,000","$11,300,000","-","114",2016,23
"11665","90","105","Sold","Mats.","$2,700","+125.8%","3","+2","$7,900","$61,100","-","10",2016,23
"11666","91","84","Space Station 3-D (IMAX)","Imax","$2,400","-51.4%","3","-","$7,100","$98,975,100","-","712",2016,23
"11667","92","68","The Measure of a Man","KL","$2,400","-73.5%","2","-3","$10,400","$109,800","-","8",2016,23
"11668","93","-","From Afar","Strand","$2,200","-","1","-","$19,300","$2,200","-","-",2016,23
"11669","94","-","L'attesa","Osci.","$1,500","-","1","-","$13,500","$45,500","-","6",2016,23
"11670","95","77","Our Last Tango","Strand","$1,500","-78.1%","3","-3","$4,400","$80,300","-","8",2016,23
"11671","96","93","Sweet Bean","KL","$1,400","-40.6%","2","+1","$6,300","$70,800","-","12",2016,23
"11672","97","48","The Unknowns","Gathr","$1,400","-95.4%","1","-20","$11,800","$31,100","$0.015","1",2016,23
"11673","98","-","Men & Chicken","Drft.","$1,300","-","3","+1","$3,800","$30,500","-","7",2016,23
"11674","99","96","The Invitation","Drft.","$1,100","-46.7%","3","-2","$3,300","$245,300","-","9",2016,23
"11675","100","108","Aferim!","BWP","$1,100","+9.0%","2","+1","$4,700","$109,500","-","20",2016,23
"11676","101","119","Deep Sea 3D (IMAX)","WB","$1,100","+809.1%","0","-1","n/a","$49,065,300","-","509",2016,23
"11677","102","114","Ingrid Bergman: In Her Own Words","Rialto","$1,100","+115.1%","1","-","$9,200","$145,100","-","30",2016,23
"11678","103","104","Elstree 1976","FR","$800","-31.5%","2","-1","$3,700","$12,900","-","5",2016,23
"11679","104","86","I Saw the Light","SPC","$700","-81.9%","2","-4","$3,300","$1,748,700","-","11",2016,23
"11680","105","103","Paths of the Soul","Icar.","$700","-44.9%","1","-1","$6,300","$11,300","-","4",2016,23
"11681","106","-","Cemetery of Splendor","Strand","$700","-","2","-","$2,800","$55,200","-","14",2016,23
"11682","107","99","Journey to the South Pacific","Imax","$600","-68.0%","2","-","$2,500","$7,572,100","-","130",2016,23
"11683","108","112","The Other Side","FM","$500","-2.2%","1","-","$4,500","$4,900","-","3",2016,23
"11684","109","-","Fritz Lang's Destiny (2016 re-release)","KL","$400","-","1","-","$3,800","$6,000","-","3",2016,23
"11685","110","106","Galapagos (IMAX)","Imax","$400","-62.0%","0","-2","n/a","$19,706,300","-","813",2016,23
"11686","111","-","The Dying of the Light","FRun","$300","-","1","-","$2,200","$4,200","-","9",2016,23
"11687","112","66","Phantom Detective","CJ","$200","-98.5%","1","-6","$1,500","$71,100","-","4",2016,23
"11688","113","-","Legends from the Sky","HHF","$200","-","1","-","$1,400","$96,800","-","25",2016,23
"11689","114","-","Neon Bull","KL","$100","-","1","-","$1,100","$23,400","-","9",2016,23
"11690","115","116","No Home Movie","Icar.","n/a","-97.8%","0","-1","n/a","$31,100","-","16",2016,23
"11691","1","N","The Conjuring 2","WB (NL)","$59,649,800","-","3,343","-","$155,800","$59,649,800","$40","1",2016,24
"11692","2","N","Now You See Me 2","LG/S","$33,674,100","-","3,232","-","$91,000","$33,674,100","-","1",2016,24
"11693","3","N","Warcraft","Uni.","$33,120,900","-","3,400","-","$85,000","$33,120,900","$160","1",2016,24
"11694","4","1","Teenage Mutant Ninja Turtles: Out of the Shadows","Par.","$21,757,200","-55.7%","4,071","-","$46,700","$70,857,200","$135","2",2016,24
"11695","5","3","Me Before You","WB (NL)","$15,490,600","-47.2%","2,762","+58","$49,000","$44,811,200","$20","2",2016,24
"11696","6","2","X-Men: Apocalypse","Fox","$15,368,900","-55.1%","3,585","-568","$37,400","$149,560,100","$178","3",2016,24
"11697","7","5","The Angry Birds Movie","Sony","$10,641,100","-31.2%","3,083","-401","$30,100","$107,768,600","$73","4",2016,24
"11698","8","4","Alice Through the Looking Glass","BV","$9,355,300","-47.6%","2,898","-865","$28,200","$69,767,000","$170","3",2016,24
"11699","9","6","Captain America: Civil War","BV","$6,821,200","-42.7%","2,101","-983","$28,300","$423,660,200","$250","6",2016,24
"11700","10","8","The Jungle Book (2016)","BV","$4,769,800","-33.0%","1,496","-494","$27,800","$376,343,600","$175","9",2016,24
"11701","11","7","Neighbors 2: Sorority Rising","Uni.","$3,422,000","-54.7%","1,581","-836","$18,900","$57,542,900","-","4",2016,24
"11702","12","10","The Nice Guys","WB","$2,996,500","-42.9%","1,147","-741","$22,800","$35,427,900","$50","4",2016,24
"11703","13","9","Popstar: Never Stop Never Stopping","Uni.","$2,753,800","-60.9%","2,313","+2","$10,400","$9,795,300","-","2",2016,24
"11704","14","11","Love & Friendship","RAtt.","$2,313,700","-30.5%","826","+7","$24,500","$10,826,500","-","5",2016,24
"11705","15","13","The Lobster (US Release)","A24","$1,568,800","-30.1%","560","-","$24,500","$6,014,000","-","5",2016,24
"11706","16","12","Money Monster","TriS","$1,081,900","-61.2%","731","-592","$12,900","$42,567,200","$27","5",2016,24
"11707","17","15","Zootopia","BV","$974,800","-24.2%","319","-81","$26,700","$359,501,300","-","15",2016,24
"11708","18","26","Maggie's Plan","SPC","$941,300","+354.9%","311","+277","$26,400","$1,416,700","-","4",2016,24
"11709","19","-","Range 15","TUG","$491,000","-","260","-","$16,500","$490,900","-","-",2016,24
"11710","20","14","A Aa","BSC","$426,800","-71.6%","95","-20","$39,200","$2,456,100","-","2",2016,24
"11711","21","N","Te3n","Rel.","$352,000","-","96","-","$32,000","$352,000","-","1",2016,24
"11712","22","16","Housefull 3","Eros","$335,000","-66.1%","145","-","$20,200","$1,322,400","-","2",2016,24
"11713","23","17","Batman v Superman: Dawn of Justice","WB","$323,800","-30.0%","215","-55","$13,100","$350,794,800","$250","12",2016,24
"11714","24","22","A Beautiful Planet","Imax","$291,600","-1.7%","38","-1","$67,000","$2,451,000","-","7",2016,24
"11715","25","19","The Man Who Knew Infinity","IFC","$263,200","-32.3%","115","-80","$20,000","$3,472,000","-","7",2016,24
"11716","26","21","Weiner","IFC","$250,100","-17.0%","71","+13","$30,700","$967,600","-","4",2016,24
"11717","27","31","Barbershop: The Next Cut","WB (NL)","$218,300","+54.0%","182","+64","$10,500","$57,045,500","-","9",2016,24
"11718","28","18","The Meddler","SPC","$205,200","-49.3%","136","-96","$13,200","$4,209,600","-","8",2016,24
"11719","29","20","The Wailing (Goksung)","WGUSA","$194,500","-46.1%","35","+3","$48,500","$638,300","-","4",2016,24
"11720","30","27","WARx2","WARX2","$157,900","-18.5%","14","-","$98,500","$1,670,200","-","22",2016,24
"11721","31","N","Genius","RAtt.","$145,000","-","16","-","$79,100","$145,000","-","1",2016,24
"11722","32","25","The Huntsman: Winter's War","Uni.","$144,900","-31.3%","141","-26","$9,000","$50,972,300","$115","8",2016,24
"11723","33","23","The Darkness","BH Tilt","$137,100","-48.6%","97","-111","$12,300","$11,273,000","-","5",2016,24
"11724","34","28","Miracles from Heaven","TriS","$134,400","-26.0%","159","-","$7,400","$65,241,900","$13","13",2016,24
"11725","35","29","The Boss","Uni.","$130,500","-21.7%","127","-30","$9,000","$66,979,300","$29","10",2016,24
"11726","36","N","Puerto Ricans in Paris","FCW","$109,300","-","41","-","$23,300","$109,300","-","1",2016,24
"11727","37","35","Sing Street","Wein.","$99,200","+32.9%","111","+54","$7,800","$3,198,700","-","9",2016,24
"11728","38","24","A Bigger Splash","FoxS","$96,600","-63.2%","57","-163","$14,800","$2,019,400","-","6",2016,24
"11729","39","38","Eye in the Sky","BST","$90,000","+73.8%","84","+41","$9,400","$19,686,900","-","14",2016,24
"11730","40","30","Mother's Day","ORF","$74,700","-54.9%","115","-93","$5,700","$34,502,700","$25","7",2016,24
"11731","41","33","Vaxxed: From Cover-Up to Catastrophe","CLS","$73,600","-6.0%","14","+2","$45,900","$592,900","-","11",2016,24
"11732","42","36","Dark Horse (2016)","SPC","$71,900","-1.4%","28","+2","$22,400","$308,300","-","6",2016,24
"11733","43","32","Kung Fu Panda 3","Fox","$67,200","-38.7%","88","-46","$6,700","$152,249,100","$145","20",2016,24
"11734","44","34","Hello, My Name is Doris","RAtt.","$56,100","-25.5%","49","-19","$10,000","$15,242,500","-","14",2016,24
"11735","45","N","De Palma","A24","$46,500","-","3","-","$135,200","$46,500","-","1",2016,24
"11736","46","44","Dheepan","IFC","$40,600","+58.3%","22","+11","$16,100","$179,700","-","6",2016,24
"11737","47","N","The Music of Strangers","Orch.","$39,700","-","3","-","$115,500","$39,700","-","1",2016,24
"11738","48","37","Deadpool","Fox","$30,200","-58.6%","36","-33","$7,300","$385,528,700","$58","18",2016,24
"11739","49","N","Blackway","Electric","$28,800","-","11","-","$22,800","$28,800","-","1",2016,24
"11740","50","39","Keanu","WB (NL)","$27,700","-45.9%","31","-13","$7,800","$21,692,500","$15","7",2016,24
"11741","51","43","Dough","Men.","$24,100","-6.9%","16","-2","$13,200","$1,068,300","-","18",2016,24
"11742","52","53","The Fits","Osci.","$22,900","+36.3%","4","+3","$50,100","$39,800","-","2",2016,24
"11743","53","47","The Witness","FR","$21,200","-0.4%","2","+1","$92,800","$42,600","-","2",2016,24
"11744","54","49","Born to Be Wild (IMAX)","WB","$20,800","+11.1%","7","-1","$25,900","$26,285,000","-","271",2016,24
"11745","55","54","Jimmy Vestvood: Amerikan Hero","SkyI","$19,400","+32.1%","6","-","$28,300","$201,300","-","5",2016,24
"11746","56","42","A Hologram for the King","RAtt.","$18,300","-30.9%","17","-10","$9,400","$4,429,400","-","8",2016,24
"11747","57","N","Be Somebody","TUG","$16,300","-","15","-","$9,500","$16,300","-","1",2016,24
"11748","58","N","Diary of a Chambermaid","Cohen","$16,300","-","2","-","$71,000","$16,300","-","1",2016,24
"11749","59","40","High-Rise","Magn.","$15,600","-53.3%","7","-12","$19,500","$309,600","-","5",2016,24
"11750","60","60","Saturday's Warrior","Purd.","$13,900","+16.5%","8","-4","$15,200","$669,800","-","11",2016,24
"11751","61","48","God's Not Dead 2","PFR","$11,200","-43.8%","17","-11","$5,800","$21,998,200","-","11",2016,24
"11752","62","56","The Fallen Idol (2016 re-issue)","Rialto","$11,000","-18.8%","4","-","$24,100","$46,100","-","3",2016,24
"11753","63","N","Germans & Jews","FRun","$10,400","-","1","-","$90,900","$10,400","-","1",2016,24
"11754","64","63","Wedding Doll","Strand","$10,200","-6.2%","7","+1","$12,700","$35,900","-","9",2016,24
"11755","65","89","Island of Lemurs: Madagascar (IMAX)","WB","$9,900","+260.1%","2","-2","$43,400","$11,309,900","-","115",2016,24
"11756","66","73","The Lobster (Canada Release)","Mon","$9,500","+60.7%","6","+3","$13,900","$398,300","-","12",2016,24
"11757","67","45","Miles Ahead","SPC","$9,500","-61.1%","11","-5","$7,500","$2,730,100","-","11",2016,24
"11758","68","41","Minimalism: A Documentary About the Important Things","Gathr","$8,900","-72.0%","7","-12","$11,100","$248,800","-","3",2016,24
"11759","69","-","Francofonia","MBox","$8,800","-","8","-","$9,600","$312,200","-","11",2016,24
"11760","70","46","Green Room","A24","$8,500","-60.2%","10","-9","$7,400","$3,406,900","-","9",2016,24
"11761","71","93","From Afar","Strand","$8,300","+275.5%","1","-","$72,600","$8,300","-","1",2016,24
"11762","72","65","Eva Hesse","Zeit.","$8,300","-20.1%","4","-","$18,100","$126,600","-","7",2016,24
"11763","73","57","Presenting Princess Shaw","Magn.","$7,500","-44.0%","6","-6","$10,800","$28,500","-","3",2016,24
"11764","74","N","Tikkun","KL","$7,000","-","2","-","$30,800","$7,000","-","1",2016,24
"11765","75","55","Restored Me","Gathr","$6,800","-52.7%","6","-3","$9,900","$21,200","-","1",2016,24
"11766","76","62","Meet the Blacks","Free","$6,300","-42.6%","10","-7","$5,500","$9,658,600","-","11",2016,24
"11767","77","N","Therapy for a Vampire","MBox","$6,200","-","2","-","$27,000","$6,200","-","1",2016,24
"11768","78","96","Sweet Bean","KL","$6,200","+329.2%","1","-1","$54,000","$77,000","-","13",2016,24
"11769","79","72","Chevalier","Strand","$5,300","-13.9%","7","+4","$6,600","$22,800","-","3",2016,24
"11770","80","-","Ran (2016 re-issue)","Rialto","$5,100","-","3","-","$14,800","$67,900","-","16",2016,24
"11771","81","51","Hockney","FM","$4,900","-73.3%","4","-2","$10,800","$118,900","-","8",2016,24
"11772","82","50","Sunset Song","Magn.","$4,200","-77.4%","7","-12","$5,300","$106,100","-","5",2016,24
"11773","83","97","The Unknowns","Gathr","$4,100","+202.6%","2","+1","$17,900","$35,200","$0.015","2",2016,24
"11774","84","66","Under the Sea 3D","WB","$4,000","-57.3%","5","-3","$7,000","$37,215,200","-","383",2016,24
"11775","85","N","Call Her Applebroog","Zeit.","$3,700","-","1","-","$32,700","$3,700","-","1",2016,24
"11776","86","94","L'attesa","Osci.","$3,300","+111.2%","3","+2","$9,500","$48,800","-","7",2016,24
"11777","87","70","Viva","Magn.","$2,900","-62.2%","4","-6","$6,200","$181,200","-","7",2016,24
"11778","88","76","Tale of Tales","IFC","$2,800","-46.6%","4","-1","$6,200","$108,500","-","8",2016,24
"11779","89","87","Gurukulam","Mats.","$2,800","-5.6%","4","+3","$6,100","$5,800","-","2",2016,24
"11780","90","82","Hail, Caesar!","Uni.","$2,700","-20.2%","4","-1","$5,900","$32,381,400","$22","19",2016,24
"11781","91","68","How to Let Go of the World and Love All Things Climate Can't Change","WOW","$2,700","-66.0%","2","-2","$11,800","$38,600","-","7",2016,24
"11782","92","-","Viktoria","BWP","$2,600","-","2","-","$11,300","$7,700","-","4",2016,24
"11783","93","107","Journey to the South Pacific","Imax","$2,400","+313.9%","3","+1","$6,900","$7,574,500","-","132",2016,24
"11784","94","91","Space Station 3-D (IMAX)","Imax","$2,300","-5.3%","3","-","$6,700","$98,977,400","-","713",2016,24
"11785","95","110","Galapagos (IMAX)","Imax","$2,300","+441.4%","2","-","$10,000","$19,708,600","-","815",2016,24
"11786","96","-","A Monster with a Thousand Heads","MBox","$2,300","-","5","-","$4,000","$20,200","-","5",2016,24
"11787","97","105","Paths of the Soul","Icar.","$2,100","+190.4%","1","-","$18,300","$13,400","-","5",2016,24
"11788","98","100","Aferim!","BWP","$2,100","+92.7%","3","+1","$6,100","$111,600","-","21",2016,24
"11789","99","92","The Measure of a Man","KL","$1,700","-28.6%","2","-","$7,500","$111,500","-","9",2016,24
"11790","100","80","The Family Fang","SM","$1,600","-61.0%","5","-5","$2,700","$278,000","-","7",2016,24
"11791","101","88","The Ones Below","Magn.","$1,500","-46.9%","1","-1","$13,000","$13,300","-","3",2016,24
"11792","102","85","Hubble 3D","WB","$1,400","-54.3%","4","-","$3,100","$54,886,500","-","326",2016,24
"11793","103","71","Ride Along 2","Uni.","$1,400","-78.7%","2","-7","$6,200","$96,864,400","$40","22",2016,24
"11794","104","98","Men & Chicken","Drft.","$1,300","+2.6%","6","+3","$2,000","$31,800","-","8",2016,24
"11795","105","74","The First Monday in May","Magn.","$1,300","-77.4%","1","-6","$11,300","$560,100","-","9",2016,24
"11796","106","61","Ma ma","Osci.","$1,200","-88.9%","3","-8","$3,600","$48,200","-","4",2016,24
"11797","107","75","Unlocking the Cage","FRun","$1,100","-78.8%","1","-","$9,900","$17,400","-","3",2016,24
"11798","108","95","Our Last Tango","Strand","$1,100","-30.1%","1","-2","$9,300","$81,400","-","9",2016,24
"11799","109","N","Last Cab to Darwin","FRun","$1,100","-","1","-","$9,200","$1,100","-","1",2016,24
"11800","110","101","Deep Sea 3D (IMAX)","WB","$700","-32.5%","1","-","$6,300","$49,066,000","-","511",2016,24
"11801","111","109","Fritz Lang's Destiny (2016 re-release)","KL","$600","+30.8%","1","-","$5,000","$6,600","-","4",2016,24
"11802","112","-","Rabin, the Last Day","KL","$500","-","1","-","$4,400","$30,200","-","19",2016,24
"11803","113","99","The Invitation","Drft.","$300","-70.8%","1","-2","$2,900","$245,600","-","10",2016,24
"11804","114","102","Ingrid Bergman: In Her Own Words","Rialto","$300","-72.0%","0","-1","n/a","$145,400","-","31",2016,24
"11805","115","84","Papa: Hemingway in Cuba","YFG","$200","-92.4%","2","-4","$1,100","$1,184,600","-","7",2016,24
"11806","116","108","The Other Side","FM","$200","-54.5%","1","-","$2,100","$5,200","-","4",2016,24
"11807","117","111","The Dying of the Light","FRun","$200","-35.6%","1","-","$1,400","$4,300","-","10",2016,24
"11808","118","112","Phantom Detective","CJ","$100","-38.0%","1","-","$900","$71,200","-","5",2016,24
"11809","1","N","Finding Dory","BV","$226,512,800","-","4,305","-","$459,300","$226,512,800","-","1",2016,25
"11810","2","N","Central Intelligence","WB (NL)","$54,082,900","-","3,508","-","$134,600","$54,082,900","$50","1",2016,25
"11811","3","1","The Conjuring 2","WB (NL)","$24,450,700","-59.0%","3,356","+13","$63,600","$84,100,500","$40","2",2016,25
"11812","4","2","Now You See Me 2","LG/S","$15,600,400","-53.7%","3,232","-","$42,100","$49,274,600","-","2",2016,25
"11813","5","3","Warcraft","Uni.","$11,218,400","-66.1%","3,406","+6","$28,800","$44,339,300","$160","2",2016,25
"11814","6","4","Teenage Mutant Ninja Turtles: Out of the Shadows","Par.","$8,482,100","-61.0%","3,086","-985","$24,000","$79,339,300","$135","3",2016,25
"11815","7","6","X-Men: Apocalypse","Fox","$8,286,900","-46.1%","2,632","-953","$27,500","$157,847,000","$178","4",2016,25
"11816","8","5","Me Before You","WB (NL)","$7,541,200","-51.3%","2,645","-117","$24,900","$52,352,400","$20","3",2016,25
"11817","9","8","Alice Through the Looking Glass","BV","$7,139,900","-23.7%","1,880","-1,018","$33,200","$76,906,900","$170","4",2016,25
"11818","10","9","Captain America: Civil War","BV","$3,724,700","-45.4%","1,434","-667","$22,700","$427,384,900","$250","7",2016,25
"11819","11","7","The Angry Birds Movie","Sony","$3,173,800","-70.2%","2,021","-1,062","$13,700","$110,942,500","$73","5",2016,25
"11820","12","10","The Jungle Book (2016)","BV","$2,509,300","-47.4%","953","-543","$23,000","$378,852,900","$175","10",2016,25
"11821","13","17","Zootopia","BV","$1,624,300","+66.6%","305","-14","$46,500","$361,125,600","-","16",2016,25
"11822","14","12","The Nice Guys","WB","$1,297,300","-56.7%","522","-625","$21,700","$36,725,200","$50","5",2016,25
"11823","15","14","Love & Friendship","RAtt.","$1,274,300","-44.9%","497","-329","$22,400","$12,100,800","-","6",2016,25
"11824","16","15","The Lobster (US Release)","A24","$993,200","-36.7%","319","-241","$27,200","$7,007,200","-","6",2016,25
"11825","17","18","Maggie's Plan","SPC","$687,700","-26.9%","335","+24","$17,900","$2,104,400","-","5",2016,25
"11826","18","N","Gentleman","Gaatri","$681,900","-","126","-","$47,200","$681,900","-","1",2016,25
"11827","19","11","Neighbors 2: Sorority Rising","Uni.","$607,700","-82.2%","464","-1,117","$11,400","$58,150,600","-","5",2016,25
"11828","20","31","Genius","RAtt.","$482,300","+232.7%","134","+118","$31,400","$627,300","-","2",2016,25
"11829","21","16","Money Monster","TriS","$371,700","-65.6%","286","-445","$11,300","$42,938,900","$27","6",2016,25
"11830","22","24","A Beautiful Planet","Imax","$306,600","+5.2%","39","+1","$68,600","$2,757,600","-","8",2016,25
"11831","23","13","Popstar: Never Stop Never Stopping","Uni.","$288,200","-89.5%","211","-2,102","$11,900","$10,083,500","-","3",2016,25
"11832","24","30","WARx2","WARX2","$287,100","+81.8%","16","+2","$156,600","$1,957,300","-","24",2016,25
"11833","25","26","Weiner","IFC","$212,400","-15.1%","80","+9","$23,200","$1,180,000","-","5",2016,25
"11834","26","25","The Man Who Knew Infinity","IFC","$210,600","-20.0%","88","-27","$20,900","$3,682,600","-","8",2016,25
"11835","27","27","Barbershop: The Next Cut","WB (NL)","$121,000","-44.6%","121","-61","$8,700","$57,166,500","-","10",2016,25
"11836","28","28","The Meddler","SPC","$119,000","-42.0%","94","-42","$11,000","$4,328,500","-","9",2016,25
"11837","29","42","Dark Horse (2016)","SPC","$117,100","+62.9%","43","+15","$23,800","$425,400","-","7",2016,25
"11838","30","50","Keanu","WB (NL)","$105,300","+280.2%","123","+92","$7,500","$21,796,800","$15","8",2016,25
"11839","31","29","The Wailing (Goksung)","WGUSA","$100,600","-48.3%","14","-21","$62,700","$738,900","-","5",2016,25
"11840","32","32","The Huntsman: Winter's War","Uni.","$100,100","-30.9%","108","-33","$8,100","$51,072,400","$115","9",2016,25
"11841","33","22","Housefull 3","Eros","$86,700","-74.1%","145","-","$5,200","$1,409,100","-","3",2016,25
"11842","34","34","Miracles from Heaven","TriS","$85,800","-36.2%","93","-66","$8,100","$65,327,700","$13","14",2016,25
"11843","35","35","The Boss","Uni.","$79,600","-39.0%","104","-23","$6,700","$67,058,900","$29","11",2016,25
"11844","36","33","The Darkness","BH Tilt","$77,400","-43.5%","106","+9","$6,400","$11,350,500","-","6",2016,25
"11845","37","39","Eye in the Sky","BST","$66,500","-26.1%","66","-18","$8,800","$19,753,300","-","15",2016,25
"11846","38","45","De Palma","A24","$65,700","+41.4%","19","+16","$30,200","$112,200","-","2",2016,25
"11847","39","38","A Bigger Splash","FoxS","$64,000","-33.8%","37","-20","$15,100","$2,083,300","-","7",2016,25
"11848","40","47","The Music of Strangers","Orch.","$52,300","+31.8%","11","+8","$41,500","$92,000","-","2",2016,25
"11849","41","N","Clown","W/Dim.","$50,600","-","100","-","$4,400","$50,600","-","1",2016,25
"11850","42","37","Sing Street","Wein.","$49,100","-50.5%","55","-56","$7,800","$3,247,800","-","10",2016,25
"11851","43","43","Kung Fu Panda 3","Fox","$45,100","-32.8%","53","-35","$7,400","$152,294,200","$145","21",2016,25
"11852","44","N","The Homeless Billionaire","Hann.","$41,900","-","1","-","$366,100","$41,900","-","1",2016,25
"11853","45","41","Vaxxed: From Cover-Up to Catastrophe","CLS","$41,100","-44.1%","12","-2","$29,900","$634,000","-","12",2016,25
"11854","46","44","Hello, My Name is Doris","RAtt.","$40,700","-27.5%","47","-2","$7,600","$15,283,100","-","15",2016,25
"11855","47","N","Tickled","Magn.","$40,000","-","2","-","$174,700","$40,000","-","1",2016,25
"11856","48","N","Raiders!: The Story of the Greatest Fan Film Ever Made","Drft.","$38,400","-","27","-","$12,400","$38,400","-","1",2016,25
"11857","49","19","Range 15","TUG","$32,700","-93.3%","26","-234","$11,000","$523,600","-","1",2016,25
"11858","50","-","AmeriGeddon","Forewarned","$30,600","-","11","-","$24,300","$308,300","-","4",2016,25
"11859","51","46","Dheepan","IFC","$29,800","-26.5%","24","+2","$10,800","$209,500","-","7",2016,25
"11860","52","53","The Witness","FR","$29,200","+37.5%","9","+7","$28,300","$73,600","-","3",2016,25
"11861","53","58","Diary of a Chambermaid","Cohen","$28,100","+73.0%","9","+7","$27,300","$44,400","-","2",2016,25
"11862","54","61","God's Not Dead 2","PFR","$25,800","+130.1%","12","-5","$18,800","$22,024,000","-","12",2016,25
"11863","55","82","Sunset Song","Magn.","$22,700","+439.8%","14","+7","$14,200","$128,900","-","6",2016,25
"11864","56","67","Miles Ahead","SPC","$21,700","+128.9%","19","+8","$10,000","$2,751,800","-","12",2016,25
"11865","57","52","The Fits","Osci.","$19,400","-15.2%","7","+3","$24,300","$52,200","-","3",2016,25
"11866","58","56","A Hologram for the King","RAtt.","$19,100","+4.3%","16","-1","$10,400","$4,448,500","-","9",2016,25
"11867","59","51","Dough","Men.","$17,000","-29.5%","10","-6","$14,900","$1,079,700","-","19",2016,25
"11868","60","54","Born to Be Wild (IMAX)","WB","$16,900","-18.9%","8","+1","$18,400","$26,301,900","-","272",2016,25
"11869","61","59","High-Rise","Magn.","$13,200","-15.7%","9","+2","$12,800","$322,800","-","6",2016,25
"11870","62","64","Wedding Doll","Strand","$13,100","+28.3%","7","-","$16,400","$49,000","-","10",2016,25
"11871","63","N","My Love, Don't Cross that River","FM","$12,400","-","2","-","$54,300","$12,400","-","1",2016,25
"11872","64","N","Seoul Searching","Wonder","$12,200","-","1","-","$106,100","$12,200","-","1",2016,25
"11873","65","60","Saturday's Warrior","Purd.","$11,100","-20.4%","8","-","$12,100","$680,900","-","12",2016,25
"11874","66","N","Cosmos","KL","$8,900","-","1","-","$77,500","$8,900","-","1",2016,25
"11875","67","68","Minimalism: A Documentary About the Important Things","Gathr","$8,400","-5.2%","5","-2","$14,700","$257,200","-","4",2016,25
"11876","68","N","The Last King","Magn.","$8,400","-","3","-","$24,400","$8,400","-","1",2016,25
"11877","69","71","From Afar","Strand","$7,900","-5.0%","2","+1","$34,500","$18,400","-","2",2016,25
"11878","70","55","Jimmy Vestvood: Amerikan Hero","SkyI","$7,800","-59.9%","5","-1","$13,600","$208,800","-","6",2016,25
"11879","71","63","Germans & Jews","FRun","$6,400","-38.1%","1","-","$56,200","$16,800","-","2",2016,25
"11880","72","69","Francofonia","MBox","$6,300","-28.3%","5","-3","$11,000","$318,500","-","12",2016,25
"11881","73","-","Dark Horse (Canada Release)","Mon","$5,900","-","3","-1","$17,100","$40,900","-","6",2016,25
"11882","74","87","Viva","Magn.","$5,500","+94.6%","7","+3","$6,900","$186,800","-","8",2016,25
"11883","75","108","Our Last Tango","Strand","$5,400","+405.4%","3","+2","$15,600","$86,800","-","10",2016,25
"11884","76","70","Green Room","A24","$4,800","-43.8%","8","-2","$5,200","$3,411,700","-","10",2016,25
"11885","77","N","Argentina","FRun","$4,700","-","1","-","$41,400","$4,700","-","1",2016,25
"11886","78","89","Gurukulam","Mats.","$4,600","+63.4%","7","+3","$5,700","$10,300","-","3",2016,25
"11887","79","N","Golden Kingdom","KL","$4,400","-","1","-","$38,800","$4,400","-","1",2016,25
"11888","80","74","Tikkun","KL","$4,400","-38.2%","1","-1","$38,100","$11,400","-","2",2016,25
"11889","81","73","Presenting Princess Shaw","Magn.","$4,300","-42.9%","4","-2","$9,300","$32,700","-","4",2016,25
"11890","82","86","L'attesa","Osci.","$3,800","+17.8%","6","+3","$5,600","$52,600","-","8",2016,25
"11891","83","96","A Monster with a Thousand Heads","MBox","$3,700","+63.0%","4","-1","$8,100","$23,900","-","6",2016,25
"11892","84","78","Sweet Bean","KL","$3,500","-43.9%","5","+4","$6,100","$80,500","-","14",2016,25
"11893","85","-","Serial Killer 1","KL","$3,500","-","1","-","$30,200","$11,000","-","6",2016,25
"11894","86","65","Island of Lemurs: Madagascar (IMAX)","WB","$3,400","-65.6%","6","+4","$5,000","$11,313,300","-","116",2016,25
"11895","87","93","Journey to the South Pacific","Imax","$3,400","+43.3%","3","-","$9,900","$7,577,900","-","134",2016,25
"11896","88","83","The Unknowns","Gathr","$3,300","-19.4%","3","+1","$9,600","$38,500","$0.015","3",2016,25
"11897","89","62","The Fallen Idol (2016 re-issue)","Rialto","$3,200","-70.8%","2","-2","$14,100","$49,400","-","4",2016,25
"11898","90","79","Chevalier","Strand","$3,200","-39.0%","7","-","$4,000","$26,000","-","4",2016,25
"11899","91","72","Eva Hesse","Zeit.","$2,900","-64.5%","2","-2","$12,800","$129,600","-","8",2016,25
